ticket_id,created_at,channel,region,text,category,priority,sentiment
TKT-1224,2026-06-26 00:00:00,mobile_app,AU,I accidentally purchased the wrong plan and want a refund. This happened after the latest update. Can someone look into this?,cancellation_refund,low,neutral
TKT-1252,2026-02-02 21:00:00,chat,US,"Hey team, What payment methods do you accept. This is the first time I have seen this issue. I would appreciate an update.",product_inquiry,low,positive
TKT-1054,2026-04-08 04:00:00,web_form,PH,"Hi there, Two factor authentication is not sending a code. I need this resolved before the end of the day.",account_access,medium,negative
TKT-1291,2026-04-24 09:00:00,email,GB,Does the premium plan include team accounts. I already tried again twice. Please help.,product_inquiry,medium,positive
TKT-1119,2026-02-24 06:00:00,email,AU,The dashboard is loading very slowly. This started today.,technical_issue,high,neutral
TKT-1187,2026-02-08 06:00:00,web_form,US,"Good day, My order has not arrived yet. I am using the mobile app.",delivery,low,neutral
TKT-1298,2026-01-26 10:00:00,email,SG,Which plan is best for a small team. I have not changed anything on my account. Please help.,product_inquiry,medium,neutral
TKT-1141,2026-02-13 09:00:00,web_form,GB,"Hi, Search results are not appearing. It has been happening since yesterday. I would appreciate an update.",technical_issue,medium,negative
TKT-1197,2026-05-17 20:00:00,mobile_app,AU,"Good day, The courier marked the package delivered but I do not have it. It has been happening since yesterday.",delivery,medium,neutral
TKT-1175,2026-05-25 20:00:00,web_form,PH,"Hey team, The package was returned to sender. This happened after the latest update.",delivery,low,negative
TKT-1047,2026-04-01 22:00:00,email,PH,"Good day, The discount code was not applied. This started today. Please help.",billing,high,negative
TKT-1140,2026-02-07 04:00:00,mobile_app,CA,"Hi, The app crashes whenever I open settings. I need this resolved before the end of the day.",technical_issue,high,neutral
TKT-1152,2026-04-22 01:00:00,email,PH,"Hey team, Can I change the shipping address before dispatch. This happened after the latest update. Can someone look into this?",delivery,medium,neutral
TKT-1299,2026-05-04 10:00:00,email,PH,"Hey team, Do you offer a student discount. I already tried again twice. Please let me know how to fix this.",product_inquiry,medium,positive
TKT-1145,2026-02-01 11:00:00,email,PH,"Good day, The dashboard is loading very slowly. I already tried again twice. Please let me know how to fix this.",technical_issue,high,negative
TKT-1030,2026-01-20 20:00:00,email,GB,"Hi, I do not recognize this charge. Please let me know how to fix this.",billing,medium,neutral
TKT-1094,2026-01-21 16:00:00,chat,SG,"Hello support, My account was disabled unexpectedly. I already tried again twice. I would appreciate an update.",account_access,medium,negative
TKT-1258,2026-02-21 11:00:00,chat,SG,"Hi, Does the app support offline mode. Please help.",product_inquiry,low,neutral
TKT-1202,2026-01-11 23:00:00,chat,GB,"Good day, Can I cancel an order that has already shipped. This is the first time I have seen this issue.",cancellation_refund,high,negative
TKT-1210,2026-06-18 23:00:00,email,SG,"Hi, How long does a refund take. I am using the mobile app.",cancellation_refund,low,negative
TKT-1276,2026-03-06 13:00:00,chat,AU,"Hi, Is this product available in my country. I am using the website on my laptop. Thanks in advance.",product_inquiry,low,neutral
TKT-1097,2026-01-08 09:00:00,web_form,GB,"Hi there, I keep getting signed out. I am using the website on my laptop. Please help.",account_access,medium,negative
TKT-1084,2026-04-05 17:00:00,web_form,PH,My account was disabled unexpectedly. I already tried again twice. Can someone look into this?,account_access,medium,neutral
TKT-1063,2026-01-22 14:00:00,chat,AU,"Hey team, The login page says my credentials are invalid. This happened after the latest update. What should I do next?",account_access,high,neutral
TKT-1201,2026-01-20 21:00:00,email,CA,"Hi, I need to stop my renewal. This happened after the latest update. What should I do next?",cancellation_refund,medium,neutral
TKT-1148,2026-02-07 06:00:00,web_form,GB,"Hi there, The latest update broke dark mode. I am using the mobile app. Can someone look into this?",technical_issue,high,negative
TKT-1126,2026-01-27 00:00:00,chat,US,The dashboard is loading very slowly. This happened after the latest update.,technical_issue,medium,neutral
TKT-1163,2026-04-30 14:00:00,web_form,CA,The package was returned to sender. It has been happening since yesterday. What should I do next?,delivery,high,negative
TKT-1231,2026-06-12 00:00:00,mobile_app,US,"Hi, I want to cancel my subscription. This started today. Can someone look into this?",cancellation_refund,high,neutral
TKT-1189,2026-02-19 08:00:00,web_form,AU,"Hi there, When will my order be shipped. This started today. Please let me know how to fix this.",delivery,high,negative
TKT-1271,2026-03-02 02:00:00,mobile_app,GB,"Hello support, Do you have an annual billing option. I have not changed anything on my account. I would appreciate an update.",product_inquiry,medium,neutral
TKT-1082,2026-05-26 13:00:00,web_form,SG,"Good day, Two factor authentication is not sending a code. I would appreciate an update.",account_access,high,neutral
TKT-1251,2026-03-08 06:00:00,chat,GB,Can I use the service on multiple devices. I already tried again twice. Please help.,product_inquiry,medium,positive
TKT-1292,2026-01-17 05:00:00,email,CA,"Hello support, Does the premium plan include team accounts. I am using the mobile app.",product_inquiry,medium,positive
TKT-1081,2026-04-11 18:00:00,chat,AU,I changed my phone number and cannot receive the security code. I need this resolved before the end of the day. Thanks in advance.,account_access,medium,negative
TKT-1123,2026-02-03 11:00:00,email,SG,"Hello support, I get an error when trying to save changes. I am using the mobile app. What should I do next?",technical_issue,high,negative
TKT-1052,2026-01-01 11:00:00,web_form,SG,The login page says my credentials are invalid. I already tried again twice. What should I do next?,account_access,high,neutral
TKT-1178,2026-05-30 17:00:00,email,AU,"Hello support, Can I change the shipping address before dispatch. I already tried again twice. Can someone look into this?",delivery,high,negative
TKT-1274,2026-02-16 02:00:00,mobile_app,US,"Hey team, Do you offer a student discount. This started today. What should I do next?",product_inquiry,medium,positive
TKT-1083,2026-03-08 01:00:00,web_form,PH,"Good day, I changed my phone number and cannot receive the security code. I am using the website on my laptop. I would appreciate an update.",account_access,medium,negative
TKT-1077,2026-03-26 03:00:00,email,SG,"Hey team, My account was disabled unexpectedly. I need this resolved before the end of the day. Thanks in advance.",account_access,high,neutral
TKT-1255,2026-02-10 09:00:00,web_form,SG,"Hey team, What is the difference between the basic and pro plans. I am using the website on my laptop. Can someone look into this?",product_inquiry,medium,positive
TKT-1153,2026-04-04 05:00:00,mobile_app,CA,"Hello support, My package was delivered to the wrong address. Please help.",delivery,high,negative
TKT-1288,2026-06-30 00:00:00,web_form,SG,"Hi, What is the difference between the basic and pro plans. This is the first time I have seen this issue. Can someone look into this?",product_inquiry,low,neutral
TKT-1245,2026-04-24 01:00:00,mobile_app,PH,"Hello support, The refund amount is lower than expected. I am using the mobile app. Please help.",cancellation_refund,low,neutral
TKT-1211,2026-01-30 18:00:00,email,SG,"Hi there, The refund amount is lower than expected. This happened after the latest update. Thanks in advance.",cancellation_refund,high,negative
TKT-1295,2026-06-21 06:00:00,web_form,PH,"Good day, Do you have an annual billing option. I have not changed anything on my account.",product_inquiry,low,neutral
TKT-1111,2026-05-31 14:00:00,email,GB,"Hello support, The app crashes whenever I open settings. This is the first time I have seen this issue. What should I do next?",technical_issue,high,negative
TKT-1250,2026-02-25 19:00:00,mobile_app,CA,"Hey team, The refund amount is lower than expected. I am using the website on my laptop. Can someone look into this?",cancellation_refund,low,neutral
TKT-1113,2026-05-11 01:00:00,web_form,CA,The latest update broke dark mode. I have not changed anything on my account. Please let me know how to fix this.,technical_issue,medium,neutral
TKT-1085,2026-01-06 03:00:00,chat,SG,"Good day, Two factor authentication is not sending a code. I am using the mobile app. I would appreciate an update.",account_access,medium,neutral
TKT-1300,2026-02-15 13:00:00,email,US,"Good day, Does the premium plan include team accounts. I need this resolved before the end of the day. I would appreciate an update.",product_inquiry,medium,neutral
TKT-1206,2026-02-10 12:00:00,web_form,SG,I want to cancel my subscription. I already tried again twice. Thanks in advance.,cancellation_refund,high,neutral
TKT-1098,2026-03-04 06:00:00,mobile_app,CA,"Hello support, I cannot log in to my account. I need this resolved before the end of the day. What should I do next?",account_access,high,neutral
TKT-1159,2026-05-27 20:00:00,mobile_app,CA,"Hey team, My order has not arrived yet. This started today. Thanks in advance.",delivery,low,neutral
TKT-1266,2026-06-07 13:00:00,web_form,US,"Hey team, Do you have an annual billing option. This is the first time I have seen this issue. Thanks in advance.",product_inquiry,low,neutral
TKT-1269,2026-06-22 07:00:00,web_form,US,"Hi there, Is this product available in my country. I am using the mobile app.",product_inquiry,low,neutral
TKT-1102,2026-01-18 22:00:00,chat,SG,"Hi there, Notifications stopped working after the update. This happened after the latest update. What should I do next?",technical_issue,high,neutral
TKT-1243,2026-03-15 08:00:00,chat,GB,"Good day, Please refund my latest payment. I need this resolved before the end of the day. Please let me know how to fix this.",cancellation_refund,medium,neutral
TKT-1002,2026-06-22 19:00:00,email,GB,"Hi, My card was declined even though it works elsewhere. This started today. Please help.",billing,medium,negative
TKT-1078,2026-01-11 03:00:00,mobile_app,SG,"Hello support, I changed my phone number and cannot receive the security code. I need this resolved before the end of the day. What should I do next?",account_access,high,neutral
TKT-1035,2026-02-15 13:00:00,web_form,PH,"Hi, I was billed after changing my plan. It has been happening since yesterday. What should I do next?",billing,medium,neutral
TKT-1055,2026-01-09 16:00:00,email,US,Two factor authentication is not sending a code. I am using the website on my laptop. Can someone look into this?,account_access,medium,negative
TKT-1235,2026-02-28 12:00:00,mobile_app,US,"Hi there, I accidentally purchased the wrong plan and want a refund. I am using the mobile app. Please let me know how to fix this.",cancellation_refund,low,neutral
TKT-1101,2026-06-08 00:00:00,mobile_app,PH,"Good day, The dashboard is loading very slowly. It has been happening since yesterday.",technical_issue,high,negative
TKT-1254,2026-05-04 01:00:00,chat,PH,"Good day, Does the app support offline mode. Please let me know how to fix this.",product_inquiry,low,positive
TKT-1127,2026-04-01 14:00:00,email,AU,"Hi there, The mobile app freezes on the checkout screen. This happened after the latest update. Please help.",technical_issue,high,negative
TKT-1129,2026-06-08 19:00:00,web_form,CA,"Hi there, The app crashes whenever I open settings. This is the first time I have seen this issue. I would appreciate an update.",technical_issue,medium,negative
TKT-1185,2026-02-20 04:00:00,chat,PH,"Hello support, The courier marked the package delivered but I do not have it. This started today. I would appreciate an update.",delivery,low,neutral
TKT-1040,2026-01-27 00:00:00,chat,GB,"Hi there, I need a copy of my latest invoice. I have not changed anything on my account. What should I do next?",billing,medium,negative
TKT-1248,2026-04-10 03:00:00,email,PH,"Hi, I cancelled but I was still charged. I have not changed anything on my account.",cancellation_refund,medium,negative
TKT-1154,2026-03-15 21:00:00,email,SG,"Hey team, Can I change the shipping address before dispatch. Thanks in advance.",delivery,medium,neutral
TKT-1216,2026-06-21 21:00:00,chat,GB,"Good day, The refund amount is lower than expected. I already tried again twice. Please let me know how to fix this.",cancellation_refund,medium,negative
TKT-1142,2026-06-22 21:00:00,mobile_app,PH,"Hi there, The latest update broke dark mode. This happened after the latest update. Thanks in advance.",technical_issue,high,neutral
TKT-1223,2026-03-27 01:00:00,chat,SG,"Hi, I cancelled but I was still charged. This started today. I would appreciate an update.",cancellation_refund,medium,neutral
TKT-1086,2026-02-05 08:00:00,email,GB,"Hi, I cannot log in to my account. This is the first time I have seen this issue. I would appreciate an update.",account_access,medium,neutral
TKT-1033,2026-04-18 13:00:00,chat,SG,"Hi there, I was billed after changing my plan. This is the first time I have seen this issue. I would appreciate an update.",billing,high,negative
TKT-1075,2026-05-24 17:00:00,mobile_app,PH,"Hi, I keep getting signed out. This is the first time I have seen this issue. Please let me know how to fix this.",account_access,high,negative
TKT-1253,2026-03-22 17:00:00,mobile_app,SG,"Good day, Can I upgrade my plan at any time. I am using the mobile app. Please help.",product_inquiry,medium,positive
TKT-1275,2026-05-07 23:00:00,email,GB,"Hello support, Can I use the service on multiple devices. This happened after the latest update. Please let me know how to fix this.",product_inquiry,low,positive
TKT-1155,2026-06-30 04:00:00,web_form,PH,"Hi, Can I change the shipping address before dispatch. I am using the website on my laptop. Please let me know how to fix this.",delivery,high,neutral
TKT-1138,2026-06-12 21:00:00,mobile_app,SG,"Hello support, The app crashes whenever I open settings. I have not changed anything on my account. What should I do next?",technical_issue,medium,negative
TKT-1072,2026-04-17 12:00:00,email,GB,"Good day, I forgot which email I used to sign up. I already tried again twice. What should I do next?",account_access,medium,negative
TKT-1279,2026-06-25 08:00:00,mobile_app,AU,Do you have an annual billing option. This happened after the latest update. I would appreciate an update.,product_inquiry,medium,positive
TKT-1195,2026-04-19 01:00:00,web_form,GB,"Hello support, Part of my order is missing. This started today.",delivery,low,negative
TKT-1087,2026-01-18 20:00:00,web_form,AU,"Hey team, I forgot which email I used to sign up. I need this resolved before the end of the day. Thanks in advance.",account_access,high,negative
TKT-1267,2026-03-24 11:00:00,chat,PH,"Hello support, Can I use the service on multiple devices. It has been happening since yesterday. Please help.",product_inquiry,medium,neutral
TKT-1125,2026-02-26 11:00:00,web_form,AU,"Hello support, The mobile app freezes on the checkout screen. I am using the mobile app. Can someone look into this?",technical_issue,high,neutral
TKT-1044,2026-05-11 21:00:00,email,AU,"Hey team, Can you explain the extra fee on my bill. I am using the mobile app. I would appreciate an update.",billing,medium,negative
TKT-1199,2026-04-20 23:00:00,email,PH,"Hi, Can I change the shipping address before dispatch. I have not changed anything on my account. What should I do next?",delivery,low,neutral
TKT-1212,2026-01-26 12:00:00,chat,SG,Can I cancel an order that has already shipped. I need this resolved before the end of the day. What should I do next?,cancellation_refund,medium,neutral
TKT-1150,2026-03-04 06:00:00,chat,GB,"Good day, Uploads are stuck at zero percent. I am using the website on my laptop. I would appreciate an update.",technical_issue,high,negative
TKT-1007,2026-05-11 01:00:00,web_form,AU,"Good day, I do not recognize this charge. It has been happening since yesterday.",billing,medium,negative
TKT-1198,2026-06-27 13:00:00,web_form,PH,"Hello support, The courier marked the package delivered but I do not have it. I need this resolved before the end of the day. Please let me know how to fix this.",delivery,medium,neutral
TKT-1167,2026-01-20 18:00:00,web_form,SG,"Hi, The package was returned to sender. I am using the website on my laptop. Thanks in advance.",delivery,medium,negative
TKT-1048,2026-06-24 21:00:00,email,AU,"Hey team, I was billed after changing my plan. This happened after the latest update. Please let me know how to fix this.",billing,high,neutral
TKT-1284,2026-01-26 16:00:00,email,PH,"Hey team, Do you have an annual billing option. I already tried again twice. What should I do next?",product_inquiry,low,neutral
TKT-1182,2026-04-08 15:00:00,email,US,"Good day, My delivery is delayed again. This is the first time I have seen this issue. Please help.",delivery,high,negative
TKT-1046,2026-05-01 04:00:00,mobile_app,CA,"Hey team, I do not recognize this charge. This happened after the latest update. I would appreciate an update.",billing,medium,neutral
TKT-1014,2026-04-02 09:00:00,web_form,PH,"Hey team, I was billed after changing my plan. This is the first time I have seen this issue. I would appreciate an update.",billing,medium,negative
TKT-1053,2026-06-01 03:00:00,mobile_app,CA,"Hey team, Two factor authentication is not sending a code. What should I do next?",account_access,high,neutral
TKT-1209,2026-03-01 18:00:00,web_form,GB,"Hi there, Please refund my latest payment. This is the first time I have seen this issue. I would appreciate an update.",cancellation_refund,medium,negative
TKT-1263,2026-05-11 21:00:00,mobile_app,AU,"Hello support, What payment methods do you accept. I already tried again twice.",product_inquiry,medium,positive
TKT-1285,2026-03-16 23:00:00,mobile_app,SG,"Hello support, What payment methods do you accept. I am using the mobile app. Please help.",product_inquiry,low,neutral
TKT-1286,2026-01-03 14:00:00,mobile_app,PH,"Hi there, Does the premium plan include team accounts. Thanks in advance.",product_inquiry,medium,neutral
TKT-1230,2026-06-24 02:00:00,mobile_app,GB,"Good day, My refund has not appeared on my card. This is the first time I have seen this issue. I would appreciate an update.",cancellation_refund,low,negative
TKT-1221,2026-02-14 23:00:00,web_form,GB,"Good day, I cancelled but I was still charged. This happened after the latest update. Please let me know how to fix this.",cancellation_refund,medium,neutral
